331_dc_iw22={2.40		/	0.0458	,	2.2	/	0.0483	,	2.3	/	0.0455	,	2.4	/	0.0453	,	2.3	/	0.0465	,	2.9	/	0.0498	,	2.7	/	0.0471	,	2.6	/	0.0456	,	6.258148631	/	0.0499	}
331_dc_iw23={2.40		/	0.0457	,	2.3	/	0.0457	,	2.2	/	0.05	,	2.3	/	0.0492	,	2.2	/	0.0498	,	2.9	/	0.048	,	2.7	/	0.0466	,	2.5	/	0.0497	,	6.258148631	/	0.0494	}
331_dc_iw24={2.30		/	0.0477	,	2.2	/	0.0468	,	2.2	/	0.0482	,	2.3	/	0.0478	,	2.3	/	0.0461	,	3	/	0.0483	,	2.8	/	0.047	,	2.5	/	0.0496	,	6.323337679	/	0.0481	}
331_dc_iw25={2.30		/	0.0474	,	2.2	/	0.0467	,	2.2	/	0.0481	,	2.3	/	0.0477	,	2.3	/	0.046	,	3	/	0.0486	,	2.8	/	0.0461	,	2.5	/	0.0494	,	6.258148631	/	0.0497	}
331_dc_iw26={2.30		/	0.0474	,	2.2	/	0.0467	,	2.2	/	0.0481	,	2.3	/	0.0477	,	2.3	/	0.046	,	3	/	0.0487	,	2.8	/	0.0455	,	2.5	/	0.0494	,	6.258148631	/	0.0495	}
331_dc_iw27={2.30		/	0.048	,	2.2	/	0.0471	,	2.2	/	0.0488	,	2.3	/	0.0483	,	2.3	/	0.047	,	3	/	0.048	,	2.8	/	0.0463	,	2.6	/	0.0456	,	6.323337679	/	0.0485	}
331_dc_iw28={2.30		/	0.0482	,	2.2	/	0.0473	,	2.3	/	0.0463	,	2.4	/	0.0464	,	2.3	/	0.0466	,	3	/	0.0474	,	2.8	/	0.0454	,	2.6	/	0.0462	,	6.323337679	/	0.0492	}
331_dc_iw29={2.30		/	0.0484	,	2.2	/	0.0475	,	2.3	/	0.046	,	2.4	/	0.0459	,	2.3	/	0.0465	,	3	/	0.0463	,	2.7	/	0.0495	,	2.6	/	0.0456	,	6.323337679	/	0.0486	}
331_dc_iw3={2.30		/	0.0489	,	2.2	/	0.0478	,	2.3	/	0.0455	,	2.4	/	0.0456	,	2.3	/	0.046	,	2.9	/	0.0492	,	2.7	/	0.0486	,	2.5	/	0.0497	,	6.258148631	/	0.0497	}
331_dc_iw30={2.30		/	0.0475	,	2.2	/	0.047	,	2.2	/	0.0485	,	2.3	/	0.0478	,	2.3	/	0.0457	,	3	/	0.0466	,	2.8	/	0.045	,	2.5	/	0.0491	,	6.258148631	/	0.049	}
331_dc_iw31={2.30		/	0.0475	,	2.2	/	0.047	,	2.2	/	0.0484	,	2.3	/	0.0479	,	2.3	/	0.0457	,	3	/	0.0466	,	2.8	/	0.0454	,	2.5	/	0.0494	,	6.258148631	/	0.0492	}
331_dc_iw32={2.30		/	0.0474	,	2.2	/	0.047	,	2.2	/	0.0484	,	2.3	/	0.0478	,	2.2	/	0.05	,	3	/	0.0465	,	2.7	/	0.0499	,	2.5	/	0.0491	,	6.258148631	/	0.0489	}
331_dc_iw33={2.30		/	0.0475	,	2.2	/	0.0469	,	2.2	/	0.0481	,	2.3	/	0.0477	,	2.3	/	0.0459	,	3	/	0.0468	,	2.8	/	0.045	,	2.5	/	0.0491	,	6.258148631	/	0.049	}
331_dc_iw34={2.30		/	0.0477	,	2.2	/	0.0469	,	2.2	/	0.0482	,	2.3	/	0.0477	,	2.3	/	0.0459	,	3	/	0.0466	,	2.8	/	0.0453	,	2.5	/	0.0491	,	6.258148631	/	0.049	}
331_dc_iw35={2.30		/	0.0477	,	2.2	/	0.0469	,	2.2	/	0.0483	,	2.3	/	0.0477	,	2.3	/	0.0459	,	3	/	0.047	,	2.8	/	0.0453	,	2.5	/	0.0492	,	6.258148631	/	0.0491	}
331_dc_iw36={2.30		/	0.0475	,	2.2	/	0.0467	,	2.2	/	0.0481	,	2.3	/	0.0477	,	2.3	/	0.046	,	3	/	0.0488	,	2.8	/	0.0473	,	2.5	/	0.0493	,	6.323337679	/	0.0482	}
331_dc_iw37={2.30		/	0.0474	,	2.2	/	0.0467	,	2.2	/	0.0481	,	2.3	/	0.0477	,	2.3	/	0.0459	,	3	/	0.049	,	2.8	/	0.0455	,	2.5	/	0.0492	,	6.258148631	/	0.0495	}
331_dc_iw38={2.30		/	0.0474	,	2.2	/	0.0467	,	2.2	/	0.0481	,	2.3	/	0.0476	,	2.3	/	0.0459	,	3	/	0.047	,	2.8	/	0.0474	,	2.5	/	0.0492	,	6.258148631	/	0.0497	}
331_dc_iw39={2.40		/	0.0453	,	2.3	/	0.0457	,	2.2	/	0.0498	,	2.4	/	0.0458	,	2.3	/	0.0465	,	3	/	0.046	,	2.7	/	0.0489	,	2.6	/	0.0463	,	6.323337679	/	0.0495	}
331_dc_iw4={2.30		/	0.0499	,	2.2	/	0.0494	,	2.2	/	0.0494	,	2.3	/	0.0489	,	2.2	/	0.0492	,	2.9	/	0.0467	,	2.7	/	0.0451	,	2.5	/	0.0496	,	6.258148631	/	0.0479	}
331_dc_iw40={2.40		/	0.0456	,	2.2	/	0.0491	,	2.3	/	0.0457	,	2.3	/	0.049	,	2.3	/	0.0462	,	3	/	0.0466	,	2.8	/	0.0453	,	2.6	/	0.0468	,	6.323337679	/	0.0491	}
331_dc_iw41={2.40		/	0.046	,	2.2	/	0.0483	,	2.3	/	0.046	,	2.3	/	0.0486	,	2.3	/	0.0465	,	3	/	0.047	,	2.8	/	0.046	,	2.5	/	0.0498	,	6.323337679	/	0.049	}
331_dc_iw42={2.30		/	0.0497	,	2.3	/	0.0444	,	2.2	/	0.0499	,	2.4	/	0.0457	,	2.2	/	0.0496	,	2.9	/	0.0485	,	2.7	/	0.0471	,	2.5	/	0.0496	,	6.258148631	/	0.0495	}
331_dc_iw43={2.30		/	0.05	,	2.3	/	0.0452	,	2.2	/	0.0493	,	2.4	/	0.0453	,	2.2	/	0.0494	,	2.9	/	0.0499	,	2.7	/	0.0487	,	2.6	/	0.0456	,	6.323337679	/	0.0484	}
331_dc_iw44={2.30		/	0.05	,	2.2	/	0.0491	,	2.3	/	0.0452	,	2.4	/	0.0458	,	2.3	/	0.0462	,	2.9	/	0.0491	,	2.7	/	0.0485	,	2.6	/	0.0458	,	6.323337679	/	0.0483	}
331_dc_iw45={2.90		/	0.0483	,	2.8	/	0.0481	,	2.7	/	0.048	,	2.9	/	0.0472	,	2.6	/	0.0474	,	3.7	/	0.048	,	3.5	/	0.0477	,	3.1	/	0.0474	,	8.083441982	/	0.0494	}
331_dc_iw46={2.30		/	0.0465	,	2.2	/	0.0486	,	2.7	/	0.0471	,	2.9	/	0.0475	,	2.6	/	0.0471	,	3.6	/	0.0494	,	3.5	/	0.0473	,	3.1	/	0.0472	,	7.496740548	/	0.0491	}
331_dc_iw47={2.30		/	0.0486	,	2.3	/	0.0446	,	2.2	/	0.0462	,	2.3	/	0.0476	,	2.2	/	0.0488	,	2.9	/	0.0482	,	3.5	/	0.0477	,	2.5	/	0.0489	,	6.584093872	/	0.0495	}
331_dc_iw48={2.30		/	0.0486	,	2.2	/	0.0485	,	2.2	/	0.0472	,	2.3	/	0.0495	,	2.2	/	0.0491	,	3	/	0.0473	,	2.7	/	0.0472	,	2.5	/	0.0484	,	6.258148631	/	0.049	}
331_dc_iw49={2.30		/	0.0491	,	2.3	/	0.0449	,	2.2	/	0.0484	,	2.3	/	0.0483	,	2.2	/	0.0486	,	2.9	/	0.0459	,	2.7	/	0.0476	,	2.5	/	0.049	,	6.258148631	/	0.0483	}
331_dc_iw5={2.30		/	0.0499	,	2.2	/	0.0489	,	2.2	/	0.0494	,	2.3	/	0.0491	,	2.2	/	0.0499	,	2.9	/	0.0488	,	2.7	/	0.0471	,	2.5	/	0.0489	,	6.258148631	/	0.0489	}
331_dc_iw50={2.30		/	0.0487	,	2.3	/	0.0447	,	2.2	/	0.0494	,	2.4	/	0.0457	,	2.2	/	0.0492	,	2.9	/	0.0488	,	2.7	/	0.0494	,	2.5	/	0.0496	,	6.323337679	/	0.048	}
331_dc_iw51={2.30		/	0.049	,	2.3	/	0.045	,	2.2	/	0.0485	,	2.3	/	0.0489	,	2.2	/	0.0492	,	2.9	/	0.0477	,	2.7	/	0.0452	,	2.5	/	0.0497	,	6.258148631	/	0.0482	}
331_dc_iw52={2.30		/	0.0491	,	2.3	/	0.0444	,	2.2	/	0.0496	,	2.3	/	0.0499	,	2.3	/	0.046	,	2.9	/	0.0484	,	2.7	/	0.0479	,	2.6	/	0.0456	,	6.258148631	/	0.0497	}
331_dc_iw53={2.40		/	0.0456	,	2.3	/	0.0453	,	2.2	/	0.0497	,	2.3	/	0.0498	,	2.3	/	0.046	,	2.9	/	0.0493	,	2.7	/	0.0489	,	2.6	/	0.0456	,	6.323337679	/	0.0486	}
331_dc_iw54={2.40		/	0.0453	,	2.3	/	0.0456	,	2.3	/	0.0456	,	2.4	/	0.0458	,	2.3	/	0.0462	,	3	/	0.0463	,	2.7	/	0.0492	,	2.6	/	0.0466	,	6.323337679	/	0.0495	}
331_dc_iw55={2.40		/	0.0461	,	2.3	/	0.046	,	2.3	/	0.0457	,	2.4	/	0.0462	,	2.3	/	0.0464	,	3	/	0.0472	,	2.8	/	0.0454	,	2.6	/	0.0468	,	6.388526728	/	0.0485	}
331_dc_iw56={2.40		/	0.0461	,	2.2	/	0.0483	,	2.3	/	0.046	,	2.3	/	0.0485	,	2.3	/	0.0465	,	3	/	0.0474	,	2.8	/	0.0464	,	2.5	/	0.05	,	6.323337679	/	0.0493	}
331_dc_iw58={2.30		/	0.05	,	2.3	/	0.0455	,	2.3	/	0.0456	,	2.4	/	0.0458	,	2.3	/	0.0462	,	3	/	0.0462	,	2.7	/	0.049	,	2.6	/	0.0461	,	6.323337679	/	0.0493	}
331_dc_iw59={2.40		/	0.0457	,	2.2	/	0.0491	,	2.3	/	0.0457	,	2.4	/	0.0459	,	2.3	/	0.0464	,	3	/	0.0468	,	2.8	/	0.0454	,	2.6	/	0.0466	,	6.323337679	/	0.0496	}
331_dc_iw6={2.40		/	0.0455	,	2.2	/	0.0483	,	2.2	/	0.0496	,	2.3	/	0.0499	,	2.3	/	0.046	,	2.9	/	0.0492	,	2.7	/	0.0473	,	2.5	/	0.0493	,	6.258148631	/	0.0496	}
331_dc_iw60={2.30		/	0.0494	,	2.2	/	0.0486	,	2.3	/	0.0455	,	2.3	/	0.0486	,	2.3	/	0.0465	,	3	/	0.047	,	2.8	/	0.0457	,	2.6	/	0.0471	,	6.323337679	/	0.0492	}
331_dc_iw61={2.40		/	0.0458	,	2.2	/	0.0481	,	2.3	/	0.0457	,	2.4	/	0.0462	,	2.3	/	0.0463	,	3	/	0.0479	,	2.8	/	0.0455	,	2.6	/	0.0468	,	6.323337679	/	0.0499	}
331_dc_iw62={2.30		/	0.0489	,	2.2	/	0.0478	,	2.3	/	0.046	,	2.4	/	0.0463	,	2.3	/	0.0466	,	3	/	0.0467	,	2.8	/	0.0455	,	2.6	/	0.0456	,	6.323337679	/	0.0491	}
331_dc_iw63={2.30		/	0.0485	,	2.2	/	0.0477	,	2.3	/	0.046	,	2.3	/	0.0482	,	2.3	/	0.047	,	3	/	0.0476	,	2.8	/	0.0468	,	2.5	/	0.0497	,	6.323337679	/	0.0489	}
331_dc_iw68={2.30		/	0.0491	,	2.3	/	0.0457	,	2.2	/	0.0494	,	2.3	/	0.0497	,	2.2	/	0.0495	,	2.9	/	0.0478	,	2.7	/	0.0474	,	2.6	/	0.0455	,	6.258148631	/	0.0495	}
331_dc_iw69={2.30		/	0.0497	,	2.3	/	0.0452	,	2.2	/	0.0495	,	2.3	/	0.0499	,	2.2	/	0.0496	,	2.9	/	0.0492	,	2.7	/	0.0483	,	2.6	/	0.0456	,	6.323337679	/	0.0482	}
331_dc_iw70={2.30		/	0.0494	,	2.3	/	0.0452	,	2.2	/	0.0494	,	2.4	/	0.0456	,	2.3	/	0.0461	,	2.9	/	0.0493	,	2.7	/	0.049	,	2.6	/	0.0459	,	6.323337679	/	0.0486	}
331_dc_iw71={2.30		/	0.0484	,	2.2	/	0.0494	,	2.2	/	0.0484	,	2.3	/	0.0488	,	2.2	/	0.0491	,	2.9	/	0.0483	,	2.7	/	0.0471	,	2.5	/	0.05	,	6.258148631	/	0.0485	}
331_dc_iw72={2.30		/	0.0493	,	2.3	/	0.0444	,	2.2	/	0.0488	,	2.4	/	0.0453	,	2.2	/	0.049	,	2.9	/	0.0493	,	2.7	/	0.0464	,	2.5	/	0.05	,	6.258148631	/	0.0491	}
331_dc_iw73={2.30		/	0.0491	,	2.3	/	0.0445	,	2.3	/	0.0452	,	2.4	/	0.0453	,	2.2	/	0.0498	,	2.9	/	0.0491	,	2.7	/	0.0485	,	2.6	/	0.0458	,	6.323337679	/	0.0481	}
331_dc_iw74={2.30		/	0.0481	,	2.2	/	0.0492	,	2.2	/	0.0474	,	2.3	/	0.0489	,	2.2	/	0.0488	,	2.9	/	0.0492	,	2.7	/	0.0471	,	2.5	/	0.0482	,	6.258148631	/	0.0481	}
331_dc_iw75={2.30		/	0.0476	,	2.3	/	0.0445	,	2.2	/	0.048	,	2.3	/	0.0486	,	2.6	/	0.0469	,	2.9	/	0.0487	,	2.7	/	0.0484	,	2.5	/	0.049	,	6.323337679	/	0.0481	}
331_dc_iw76={2.30		/	0.049	,	2.3	/	0.0445	,	2.2	/	0.0493	,	2.3	/	0.05	,	2.2	/	0.0494	,	2.9	/	0.0477	,	2.7	/	0.0475	,	2.5	/	0.049	,	6.258148631	/	0.049	}
331_dc_iw77={2.30		/	0.048	,	2.2	/	0.0475	,	2.2	/	0.0487	,	2.3	/	0.0476	,	2.3	/	0.0461	,	3	/	0.0465	,	2.7	/	0.0489	,	2.5	/	0.0489	,	6.258148631	/	0.049	}
331_dc_iw78={2.30		/	0.048	,	2.2	/	0.0474	,	2.2	/	0.0485	,	2.3	/	0.0476	,	2.3	/	0.0459	,	3	/	0.0462	,	2.7	/	0.0487	,	2.5	/	0.0489	,	6.258148631	/	0.0487	}
331_dc_iw79={2.30		/	0.0479	,	2.2	/	0.0474	,	2.2	/	0.0485	,	2.3	/	0.0475	,	2.3	/	0.0459	,	3	/	0.0461	,	2.7	/	0.0484	,	2.5	/	0.0488	,	6.258148631	/	0.0486	}
331_dc_iw80={2.40		/	0.0458	,	2.2	/	0.0483	,	2.3	/	0.0457	,	2.3	/	0.0486	,	2.3	/	0.0465	,	3	/	0.0473	,	2.8	/	0.0456	,	2.5	/	0.0498	,	6.323337679	/	0.049	}
331_dc_iw81={2.30		/	0.049	,	2.2	/	0.0478	,	2.3	/	0.0459	,	2.3	/	0.0482	,	2.3	/	0.0465	,	3	/	0.0476	,	2.8	/	0.0468	,	2.5	/	0.0497	,	6.323337679	/	0.049	}
331_dc_iw82={2.30		/	0.0486	,	2.2	/	0.0476	,	2.2	/	0.0489	,	2.3	/	0.0479	,	2.3	/	0.0469	,	3	/	0.0479	,	2.8	/	0.0471	,	2.5	/	0.0494	,	6.323337679	/	0.0487	}
331_dc_iw83={2.30		/	0.0492	,	2.2	/	0.0499	,	2.2	/	0.0491	,	2.3	/	0.0485	,	2.2	/	0.0492	,	2.9	/	0.0482	,	2.7	/	0.0479	,	2.5	/	0.0497	,	6.258148631	/	0.0489	}
331_dc_iw84={2.30		/	0.0495	,	2.3	/	0.0453	,	2.3	/	0.0452	,	2.4	/	0.0458	,	2.2	/	0.0496	,	2.9	/	0.0491	,	2.7	/	0.0475	,	2.6	/	0.0457	,	6.323337679	/	0.0483	}
331_dc_iw85={2.40		/	0.0454	,	2.3	/	0.0452	,	2.3	/	0.0456	,	2.4	/	0.0458	,	2.3	/	0.0459	,	2.9	/	0.0492	,	2.8	/	0.045	,	2.6	/	0.0458	,	6.323337679	/	0.049	}
331_dc_iw86={2.30		/	0.0499	,	2.3	/	0.0453	,	2.3	/	0.0452	,	2.4	/	0.0453	,	2.3	/	0.0457	,	2.9	/	0.0488	,	2.7	/	0.0481	,	2.6	/	0.0458	,	6.323337679	/	0.0485	}
331_dc_iw87={2.40		/	0.0453	,	2.3	/	0.0452	,	2.2	/	0.0499	,	2.4	/	0.0461	,	2.3	/	0.0461	,	2.9	/	0.0499	,	2.7	/	0.0485	,	2.6	/	0.046	,	6.323337679	/	0.049	}
331_dc_iw88={2.40		/	0.0456	,	2.3	/	0.0458	,	2.3	/	0.0457	,	2.4	/	0.0461	,	2.3	/	0.0463	,	3	/	0.0458	,	2.8	/	0.0452	,	2.6	/	0.0463	,	6.323337679	/	0.0497	}
331_dc_iw89={2.40		/	0.0457	,	2.3	/	0.0454	,	2.3	/	0.0458	,	2.4	/	0.0459	,	2.3	/	0.0461	,	3	/	0.046	,	2.7	/	0.0492	,	2.6	/	0.0464	,	6.323337679	/	0.0495	}
331_dc_iw90={2.40		/	0.0457	,	2.2	/	0.0484	,	2.3	/	0.046	,	2.3	/	0.0488	,	2.3	/	0.0462	,	3	/	0.0466	,	2.8	/	0.0455	,	2.6	/	0.0466	,	6.323337679	/	0.0491	}
331_dc_iw91={2.40		/	0.0461	,	2.2	/	0.0481	,	2.3	/	0.0459	,	2.3	/	0.0484	,	2.3	/	0.0464	,	3	/	0.0472	,	2.8	/	0.0455	,	2.6	/	0.0468	,	6.323337679	/	0.0493	}
331_dc_iw45={2.30		/	0.047	,	2.2	/	0.0489	,	2.2	/	0.0476	,	2.3	/	0.0455	,	2.2	/	0.0477	,	2.9	/	0.0472	,	2.7	/	0.0462	,	2.6	/	0.046	,	6.192959583	/	0.0489	}
331_dc_iw46={2.30		/	0.0479	,	2.2	/	0.0499	,	2.2	/	0.0476	,	2.3	/	0.0462	,	2.2	/	0.0477	,	2.9	/	0.0472	,	2.7	/	0.0462	,	2.6	/	0.046	,	6.192959583	/	0.0494	}
331_dc_iw47={2.40		/	0.0451	,	2.3	/	0.046	,	2.2	/	0.0476	,	2.4	/	0.0454	,	2.2	/	0.0477	,	2.9	/	0.0472	,	2.7	/	0.0462	,	2.6	/	0.046	,	6.258148631	/	0.0491	}
